frame_idx,ear,mar,pitch,yaw,roll,detected,video,camera,gender,glasses,action,label,subject,split,ear_norm,mar_norm,pitch_norm,yaw_norm,roll_norm
80,0.167365793000366,0.3731624297679404,36.288463567409,-13.459964600509368,1.0385271771612956,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-1.6300199874595762,0.3419377363019132,1.265956042829043,-3.519576102133909,-1.240269953950349
81,0.2293657226121861,0.3735885491705821,37.06642013997318,-15.052594493762795,-0.269642971071015,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.833439950203304,0.35059612694903547,1.3312533157841417,-3.852169666435993,-1.465570596482768
82,0.2364198169948759,0.379184579980738,38.09822518530613,-15.653829610646,-0.635806432546197,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.7428083833393792,0.4643028028884154,1.417857193246717,-3.97772735648994,-1.5286333893875967
83,0.2703699511238338,0.3851931102168932,39.05363629726091,-16.564749204960528,-1.5001617774607976,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.3066143541102745,0.586391122915986,1.4980489961850474,-4.1679573628141195,-1.677497675007274
84,0.2889107113370275,0.3816017427993064,39.066924226292045,-16.958230481702294,-1.6456408346518907,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.06840118913000709,0.5134175341377272,1.499164309763663,-4.2501292100663015,-1.7025529211497226
85,0.2820561706596849,0.3801368420558395,38.14648887903401,-16.84394312315011,-1.5178946380729426,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.1564688740825272,0.4836519735517389,1.4219081746180593,-4.226262246312475,-1.6805517310069868
86,0.2855027808139248,0.3850595868614691,38.29836919974165,-16.776933130271487,-1.3060795884552698,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.11218655211439366,0.5836780397646233,1.4346561493861965,-4.212268353274443,-1.6440717158947455
87,0.2423758378517252,0.3908648129737704,36.85943178754207,-16.030348561689678,-0.0086160652423745,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.6662849526556187,0.701635389661322,1.313879884639172,-4.056356911595856,-1.4206150303578957
88,0.2508909790694197,0.3843720399989317,36.82775583283976,-16.781530634195033,-0.3984135559067005,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.5568817396051905,0.5697076613046268,1.3112211842267665,-4.213228463481657,-1.4877482127064363
89,0.2678064810115592,0.3796402171478726,36.826294481607846,-16.639135865421526,-1.1990578234827785,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.33955002242999677,0.4735609698762177,1.3110985266728117,-4.183491746944454,-1.6256398074416762
90,0.2652695489316277,0.383971788986379,37.48768081691032,-16.402495603225802,-0.0766085191993078,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.37214472799500425,0.5615748947558539,1.366611553476702,-4.134073468037057,-1.432325084730068
91,0.2611096873708679,0.3872328344892721,37.05167139840911,-15.92089595123117,0.7084349134653993,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.42559096088264936,0.627836617895063,1.330015389866916,-4.033499602444011,-1.2971203561752889
92,0.2666434462271539,0.3900639989105736,36.80632871603525,-15.679864285893649,1.207459896457051,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.35449278603783263,0.6853635162101674,1.309422713278686,-3.9831642539591785,-1.2111753822285338
93,0.2314064076454537,0.3902604400323746,37.50052123700067,-15.448970750681294,1.01257853116329,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.8072210662463986,0.6893550358667886,1.3676893056868726,-3.9349460808758443,-1.24473898011189
94,0.2922698060667054,0.3929616385313659,37.35165213162266,-14.907767447723709,1.3426720089975928,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.02524327231192054,0.7442411351025765,1.355194075295786,-3.8219250103149887,-1.187888368780999
95,0.2924371566221477,0.3845708199727572,37.95660074399358,-15.661507594623233,0.1468494939601317,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.0230931390371937,0.5737467044825154,1.4059700389663465,-3.9793307723673266,-1.3938398509767451
96,0.2680272982397242,0.3843927451635213,36.10051522639255,-15.406771856577128,0.8630037851995458,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.33671294508265426,0.5701283729697565,1.2501807225121797,-3.9261335622491598,-1.2704996095053918
97,0.2626408669412999,0.3852073128701747,36.34189397231943,-15.44273558612809,-0.1919201431862997,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.40591824372156066,0.5866797089779549,1.2704406887033473,-3.9336439732037825,-1.4521847207344758
98,0.2758902092274335,0.3870298609991156,36.14930813084025,-15.40322437970731,-0.711266577925858,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.2356896380120262,0.6237123659649949,1.2542761228370227,-3.9253927322663684,-1.5416295728447722
99,0.2265651009903985,0.3804652696079529,35.60061637513093,-14.519099787310845,0.4395712216246974,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.869422560019025,0.4903253473240833,1.2082220414084508,-3.7407584046564724,-1.3434256189938925
100,0.2106040375380178,0.3785536864336093,34.839079004484844,-14.914235867287022,-0.1903014711606156,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-1.0744915754058297,0.4514835725179504,1.1443029033610845,-3.8232758293138516,-1.4519059436595452
101,0.1330507222586822,0.3716967398841677,34.17286294476887,-13.854835235069162,1.3668822559291924,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-2.0709027513756633,0.31215614104348255,1.0883844968169258,-3.6020380930476823,-1.1837187397790463
102,0.0954748330357883,0.3654744764624426,33.62414177151757,-13.049340834485095,0.9149722588062296,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-2.553680771036574,0.18572494105446016,1.0423279462463264,-3.4338243386465552,-1.2615492978728902
103,0.0953691816588709,0.3715619009542454,33.54990781549116,-13.210252514195078,0.1050971951020318,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-2.55503818834798,0.30941632651621803,1.036097167999648,-3.4674279959176437,-1.4010306738010134
104,0.1209408855607557,0.3680652023201033,32.9880958277196,-12.322175854658264,-0.4033547921618457,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-2.226490898465472,0.23836632841247468,0.988941848527185,-3.2819683465540006,-1.4885992210440697
105,0.1896528993411682,0.366479643391351,33.01691924035188,-11.13603580655973,0.3895920115466983,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-1.3436734688353669,0.20614909419581579,0.9913611226981639,-3.0342632469387687,-1.3520333281355905
106,0.3040780717313719,0.3707338943252992,33.42457900955852,-10.31992330970112,1.1099519933308488,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.12647026610633522,0.29259192282237506,1.025577777150945,-2.863832084399685,-1.2279687582706393
107,0.3421559402529401,0.3658604506234515,33.5738476922325,-9.805863845111595,0.3864785487630834,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.6156977558060575,0.19356761389449673,1.0381065457994116,-2.756479541090463,-1.3525695467357453
108,0.3186000597228956,0.3622165807470389,32.2403729191384,-8.966036981645528,1.4775481826366128,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.3130499252728789,0.1195272189684053,0.9261822182621181,-2.581096037930026,-1.1646592126775306
109,0.3324067715891006,0.3571149332150329,31.68375794985747,-9.407127156389496,-0.5929442547780073,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.49043965977140647,0.015865998657400796,0.879463107116576,-2.673210190765019,-1.5212514167867384
110,0.3312481547355161,0.3557236304999637,30.76858249697231,-8.905853059954978,0.275918307319186,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.4755536580908801,-0.012404111412194444,0.8026484577436918,-2.568527653326967,-1.3716108721088311
111,0.3434092375773034,0.3580228354552084,30.04110132833678,-8.97851370973109,-0.6611711302375446,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.6318002197215031,0.03431381449517619,0.7415878046001391,-2.583701589591704,-1.533001844588339
112,0.3441152669421807,0.3532650278795965,29.738935252005565,-8.334118549137111,0.1365280483968183,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.6408713412743694,-0.06236086485080033,0.7162256938348331,-2.449130661224192,-1.3956174701346353
113,0.344281176187487,0.350706414765748,29.14640867191827,-8.33793465353435,-0.0856720803571574,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.6430029564815913,-0.11434974805398565,0.6664923652692217,-2.4499275894801564,-1.4338860637474036
114,0.3345365695958947,0.3509582379709849,28.895920805652292,-7.452466156652059,0.7095063020042185,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.5178034743147849,-0.1092329106806237,0.6454678310569854,-2.2650126103611328,-1.2969358354334544
115,0.3356261998101576,0.3559882573453077,28.796827698643707,-6.67376922785046,1.4515162275913978,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.5318031301548404,-0.007027114757032524,0.6371505163321013,-2.1023950504633055,-1.1691425868058787
116,0.32972621469995,0.3463317546314922,27.912601545490144,-6.917594545526304,0.3027644378666816,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.4559996512101702,-0.2032391911442551,0.5629335760648579,-2.153313805546595,-1.3669872759581063
117,0.3302217881684567,0.3455500963643412,28.258412139951528,-6.389896538278036,-0.0948218349204034,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.46236681863242207,-0.2191218348060755,0.5919589607375314,-2.043113085436238,-1.4354618874924252
118,0.3186099576861393,0.3442687849833453,27.558523442227,-6.357020218772725,0.2025333152418457,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.31317709509353486,-0.24515701275969398,0.5332142634816484,-2.0362474273623032,-1.3842496606407377
119,0.3184095362903487,0.3442168750664977,28.022638086268863,-5.930632598809063,-0.2456706178204021,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.3106020650261553,-0.24621177894902943,0.5721694207015071,-1.947203652095534,-1.461441938908923
120,0.3142584331473777,0.3418213066554736,27.21223668024441,-5.46351695081891,0.8046535597604876,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.25726836098833616,-0.29488772985848105,0.5041489120014422,-1.8496545234722146,-1.2805490234146568
121,0.3023566056348752,0.3376702493526717,26.31308469946261,-5.010886825597712,0.0595359630765172,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.10435273249188862,-0.37923375001957127,0.42867918221471535,-1.7551304489866544,-1.408877493164525
122,0.2754837971434461,0.3379355936607965,26.537702768759083,-4.02679806759894,0.6277030452263362,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.24091125285951076,-0.37384217511945644,0.4475323520428924,-1.5496203119492222,-1.311024466287939
123,0.0966826425862108,0.3342595837617487,25.137047698176143,-2.741272462887333,1.4653238423827148,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-2.538162737666249,-0.44853562848329465,0.32996929044635065,-1.2811602355160157,-1.1667645593845013
124,0.0910155711940358,0.3359766691309913,24.707307828021577,-2.232743406865323,0.8575739279519687,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-2.6109737225976266,-0.41364588676021835,0.29389935725113175,-1.1749626236226283,-1.2714347709814362
125,0.1031393293730453,0.3346843681365122,24.654213200136287,-1.6907679902771835,0.680005211243088,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-2.455206711209274,-0.4399043644885203,0.2894428946004622,-1.0617803103113255,-1.3020166842151446
126,0.1590572395422086,0.32760238536978,23.82875679035184,-0.7860226998870143,0.4746969032141098,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-1.73676894450973,-0.5838043440961482,0.22015875406730384,-0.8728397019558679,-1.3373760705905922
127,0.2077625844542492,0.3263010421090426,23.221279375791195,-0.0736196141033556,1.0732323245525113,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-1.1109987910994878,-0.6102465531286677,0.16917053704912105,-0.7240664794235648,-1.2342928323832587
128,0.2215636897243443,0.3284588003149457,23.01412046810047,0.7794339727891367,1.3685635874948368,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.9336810905946445,-0.5664027071246598,0.15178279046067575,-0.5459208008782077,-1.183429171115091
129,0.2399306221958868,0.328226069152342,22.19472395531531,1.9499684744223456,2.1850467716354034,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.6977012782937697,-0.5711316101248268,0.08300728339421357,-0.30147465322901074,-1.0428097063976332
130,0.2461642902330462,0.3249709286558559,21.73081908820407,2.9914210385740034,2.57205458792898,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.6176106145079677,-0.6372733484618215,0.04406973366297508,-0.08398506457438748,-0.9761569779327369
131,0.2553296070997206,0.3218402599192225,21.31655835135209,3.573863114344385,1.1229024178193998,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.4998538928982528,-0.7008859245155274,0.009299031334893126,0.037648019672355565,-1.2257383611298083
132,0.260775076741914,0.3259583829013724,20.74235545440091,4.227084379706369,2.9162451116933594,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.4298900649130454,-0.6172091022650104,-0.03889631094526518,0.17406212934402965,-0.9168784916727726
133,0.2715662700379238,0.3267832202954531,20.52003175836977,4.914892319694729,2.9224573281003057,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.29124395335139175,-0.6004490947787754,-0.057556904063313964,0.31769907555799914,-0.915808587769273
134,0.2741569272861437,0.3280572834394191,20.7718657627838,5.5914266051610575,3.8797679737991295,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.25795898254213717,-0.5745611949526461,-0.036419382631496515,0.4589817114855194,-0.7509350016608334
135,0.2646637796467248,0.3297564234039005,20.43149770531996,6.150302173267795,4.275100696334847,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.379927700049293,-0.5400360888781225,-0.06498795154294387,0.5756933329271207,-0.6828485096079888
136,0.2730305463409777,0.3273022708827983,20.51387743990535,6.294433876935038,4.571531496686381,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.2724308147019927,-0.5899024200134589,-0.05807346273354815,0.6057927786644437,-0.6317954796364321
137,0.2688177876933411,0.3269830365304979,20.994089061765965,6.458957120523407,4.688047757313512,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.32655667357790774,-0.5963889956377146,-0.017767216273683745,0.6401506493959888,-0.6117283741301339
138,0.2757339560285208,0.3261419391420702,21.28414473895372,5.98447245456376,3.874660785701504,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.237697191565564,-0.6134793926394319,0.006578416109211709,0.5410626271714235,-0.7518145911863119
139,0.2677023428021843,0.3232794523783648,21.22003786559479,5.986771871823177,4.039740578893019,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.34088799844421197,-0.6716427348123716,0.0011976478817272546,0.5415428212110851,-0.7233835927222174
140,0.2629871422475227,0.3261687560409607,21.90114757921449,5.967005187177444,4.0446476703496,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.40146927098790003,-0.6129344956338065,0.05836614346497611,0.5374148865737853,-0.7225384649996295
141,0.2727590707607483,0.328199675422091,22.603697967865543,5.969613127727914,3.674593907623745,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.2759187545942997,-0.5716679086968492,0.11733424799715268,0.5379595104357657,-0.7862712681264509
142,0.2692416379686936,0.3336164573276304,23.06419284735796,5.667667769939041,3.197526147224302,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.32111101145788135,-0.4616034209085297,0.15598558266167328,0.47490337718291015,-0.8684346419771201
143,0.2590948132924102,0.3317419646873096,23.538704947780506,5.645006655631823,4.151589695000912,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.4514782236349376,-0.49969154701692964,0.19581344354041422,0.4701709903236517,-0.7041202898866933
144,0.2588171257342501,0.3270964547258865,23.716663962718204,4.931125496409876,3.436510327519678,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.455045975514814,-0.5940844325596703,0.21075031634670283,0.32108909738699226,-0.8272754017602503
145,0.2696889997716176,0.3341011607980075,24.72579201336809,4.499834606220163,2.619418299074173,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.3153632713576687,-0.4517546508958917,0.2954508151839899,0.2310213578406835,-0.9679997251715794
146,0.2821740713906008,0.33496835349978,25.26166495203804,4.081828966159511,2.4381952239361926,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.15495407609463374,-0.4341340189046442,0.3404289576402591,0.14372801598198998,-0.9992110131874844
147,0.2825109706542085,0.3396683469488019,26.285507705336,4.29708071907966,2.9211989909870857,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.15062556750379394,-0.33863407436265724,0.4263645253607584,0.18867966986545237,-0.9160253058777804
148,0.2944623551326232,0.3416600430963873,27.01357384838345,3.591925183070962,2.104286004908226,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.0029267728405508084,-0.29816447079789454,0.48747427794661174,0.04141997437563555,-1.0567187935753453
149,0.305922929666462,0.3452274690926977,27.50450176167484,3.322078537122926,2.089292818167116,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.1501731478977756,-0.22567735171984893,0.5286799892754666,-0.014932890888923727,-1.0593010070671798
150,0.3022013966142557,0.3480955660974227,27.76154933463169,3.3675120027720675,1.910739496181796,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.10235859462428665,-0.16740001413137223,0.550255108151944,-0.005444887214714314,-1.0900524947264494
151,0.2993402942861171,0.3451101769244659,28.179814948166506,2.924987609975728,1.132343134586419,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.06559892387285124,-0.2280606306930735,0.5853619571688425,-0.09785855200540138,-1.2241124261882028
152,0.3103138103757138,0.3464405237930746,29.030308017310407,3.0591081009919505,1.544060549641746,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.20658753321825232,-0.20102909255333867,0.6567475332290377,-0.0698497771217989,-1.1532040674558959
153,0.2925563305977607,0.3405296815861554,30.44557708868018,2.5195070760561658,1.2424428421256577,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.021561982299949777,-0.3211324733516027,0.7755372113643391,-0.1825362392714155,-1.205150416632534
154,0.314963122994405,0.3652390991143998,32.42747164183625,1.8784360255207029,0.1626896201240631,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.26632227230910116,0.18094226977452357,0.9418862264245323,-0.3164129840014247,-1.3911117726703024
155,0.3343962707596933,0.3651342319641121,34.8958483159209,1.009051994981944,-1.0879886212559016,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.5160009036849791,0.1788114567967238,1.1490677981573263,-0.4979689969138272,-1.606510825893601
156,0.3011027806867775,0.3704256375295571,35.89431514335616,1.7852191711410486,1.387723917258656,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.08824348962464967,0.28632840198615206,1.2328734542401059,-0.3358797326681999,-1.1801292681072486
157,0.2684604958432459,0.3771355904898735,38.22705707988925,1.069067640172279,0.5531679873022604,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.331147187745297,0.42266904640192543,1.4286706135359615,-0.485435753985072,-1.32386132582351
158,0.2966605985070927,0.3840813363787287,39.09561684565488,0.6560219320196471,0.3429406409649414,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.031169978923149808,0.563800806346495,1.501572605887644,-0.571693298739258,-1.360067897477576
159,0.2978972544193695,0.3795892129851562,39.52108942726397,1.04063941618344,1.628856718632631,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.047058632649731216,0.4725246078549383,1.5372843670270455,-0.4913725032469555,-1.1385999799190036
160,0.2867882803576363,0.4108599444787911,39.74930013727109,2.021372098337621,2.622429872404779,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.09567035151813623,1.1079197750654344,1.5564390827890007,-0.2865632253557377,-0.9674810545633746
161,0.3062690597184602,0.4112619275743817,40.54144835854324,1.6741247838885585,2.2549130288082857,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.15462025439358143,1.1160877360960408,1.6229275224390638,-0.3590798988755424,-1.0307769347786997
162,0.3002253969362503,0.4236621423971927,41.12430254714147,1.9644819839146836,2.947776866058132,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.0769707932674305,1.3680497527949413,1.671849005190315,-0.2984437545418537,-0.9114479102394956
163,0.2892740603349376,0.4265765599530678,41.68243820321129,2.6923441602165883,3.61722696097441,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.06373285224471723,1.427268285326341,1.7186957541807384,-0.14644216486781084,-0.796151336065383
164,0.3438415841672473,0.4423236066209128,42.10560868930835,2.93900235965314,3.5216892827253226,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.6373550431685845,1.7472351320444444,1.754214290448316,-0.09493181079091241,-0.8126053885635696
165,0.3142176036746589,0.4308314230261514,43.95555605866168,1.450583588126809,2.565558920547996,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.2567437806685979,1.5137235521092753,1.9094884054687478,-0.4057626613815702,-0.9772756994053146
166,0.2830961796184849,0.3992310207214248,43.78729943556464,0.7405426896196543,2.042160817165935,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.14310675608764173,0.8716297491415484,1.8953658965365874,-0.5540425814277341,-1.0674183533647954
167,0.3085649883724328,0.4081479997555801,43.85606563639527,0.4108819800087752,1.671076347983504,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.18411852873308268,1.052815321521678,1.9011377423491664,-0.6228865927603717,-1.1313286707295334
168,0.3412553194193531,0.4113341029999859,44.46577835964755,0.6645828996103448,3.0065480637928803,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.6041265075536122,1.1175542805108916,1.9523135785313541,-0.5699054868082335,-0.9013259940423317
169,0.3800744965920542,0.4247342816418067,44.03867965432436,1.15427086701695,3.353739957620198,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,1.102878389887891,1.389834727500222,1.9164653297681407,-0.467642514622712,-0.8415305944400387
170,0.3375628432492977,0.4247815344716464,44.12550736140299,1.4803560684134358,3.7617982977308735,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.5566852794179292,1.3907948655680915,1.9237531562216035,-0.3995451871406374,-0.7712524227955645
171,0.3690198687954455,0.4431738743086874,45.10919118098656,0.357270734173057,2.4070869141336497,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.9608476508659235,1.76451186187589,2.0063180102688567,-0.6340823862179165,-1.004568666544795
172,0.3553388992314509,0.4483142154578768,44.36025882913621,0.8669033499122414,3.772228708684733,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.7850734634882803,1.868959304196612,1.9434568661789113,-0.5276543147172404,-0.7694560369867635
173,0.3304204177257843,0.4494165682299519,43.8646716771217,0.4876460047155823,4.347950606534349,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.4649188270164128,1.8913581925654426,1.901860084714016,-0.6068557366929554,-0.6703018759773748
174,0.3674266081471782,0.4488024898963189,43.46552624365529,0.7729741430127073,3.9561413373204,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.9403773110687349,1.878880633300207,1.8683580754284177,-0.5472698260467223,-0.7377815384840781
175,0.3000694836227409,0.4181510649723479,44.14943180054608,-0.1209757765302771,3.2594101289088915,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.07496760658864463,1.2560692587479114,1.9257612382767175,-0.733956005496106,-0.8577766240924874
176,0.3357996500083309,0.4196535149090568,43.45156010822141,-1.3355284418349465,1.811241855034104,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.5340316321255366,1.2865977876041956,1.8671858370417065,-0.9875945951630881,-1.1071885549792584
177,0.3240951281310831,0.4135797636085191,42.97755271482752,-0.5093307156075021,3.37577882695676,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.3836510021567667,1.1631842299780928,1.8274003384152746,-0.81505730464236,-0.837734932668575
178,0.3650542597017051,0.4030817549269726,41.6966905692836,-1.290557004294713,2.900728290034834,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.9098971891571197,0.949873454598687,1.719892017147721,-0.9782030781718178,-0.9195508886040514
179,0.2906142909759969,0.4090868321890595,41.79256615801968,-1.3445086954414098,3.4558947099196464,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.046513462147482476,1.0718916130748422,1.7279392715938098,-0.9894699678205793,-0.823936911109238
180,0.2860299393966314,0.3989034267399642,40.37506842660102,-1.1329315289590618,3.794518777676724,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,-0.10541357662746091,0.86497331282922,1.608962532343957,-0.9452856885832047,-0.7656171121551781
181,0.33560483687488,0.4074555014304503,40.18330833973239,-2.336730571859306,1.4995896423008368,True,20-MaleGlasses-Normal.avi,Mirror,Male,Glasses,Normal,Normal,20,test,0.5315286574596957,1.0387443334740079,1.5928672756474513,-1.1966785677936664,-1.1608631047848286
